,class,Normalized_VI_Area,Normalized_Pure_GaborArea,Normalized_Unknown_Area,VegetationIndex,Patch_Area
0,bad,0.5496602708952188,0.16566640126706147,0.28467332783771965,MSAVI,65536
1,best,0.5662112303690191,0.10748751959828483,0.32630125003269606,MSAVI,65536
2,good,0.6058447789064606,0.10878936046143883,0.28536586063210057,MSAVI,65536
3,medium,0.6900018178684143,0.05288684172842342,0.2571113404031622,MSAVI,65401
4,worst,0.6195377828345976,0.1529330678178184,0.22752914934758398,MSAVI,65416
