,patch_number,VegetationIndex,Patch_Area,VI_Area,Pure_GaborArea,AreaSum,Unknown_Area,class,Normalized_VI_Area,Normalized_Pure_GaborArea,Normalized_Unknown_Area
160,2304_2560_3840_4096,MSAVI,65536,36810,10211.0,47021.0,18515.0,best,0.561676025390625,0.1558074951171875,0.2825164794921875
161,2304_2560_4096_4352,MSAVI,65536,34001,7734.0,41735.0,23801.0,best,0.5188140869140625,0.118011474609375,0.3631744384765625
162,2304_2560_4352_4608,MSAVI,65536,37551,1630.0,39181.0,26355.0,best,0.5729827880859375,0.024871826171875,0.4021453857421875
163,2304_2560_4608_4864,MSAVI,65536,39268,8884.0,48152.0,17384.0,best,0.59918212890625,0.13555908203125,0.2652587890625
164,2304_2560_4864_5120,MSAVI,65536,36811,4076.0,40887.0,24649.0,best,0.5616912841796875,0.06219482421875,0.3761138916015625
165,2304_2560_5120_5376,MSAVI,65536,40243,5561.0,45804.0,19732.0,best,0.6140594482421875,0.0848541259765625,0.30108642578125
166,2304_2560_5376_5632,MSAVI,65536,43526,4477.0,48003.0,17533.0,best,0.664154052734375,0.0683135986328125,0.2675323486328125
167,2304_2560_5632_5888,MSAVI,65536,39540,3824.0,43364.0,22172.0,best,0.60333251953125,0.058349609375,0.33831787109375
168,2304_2560_5888_6144,MSAVI,65536,40856,3960.0,44816.0,20720.0,best,0.6234130859375,0.0604248046875,0.316162109375
169,2304_2560_6144_6400,MSAVI,65536,39762,3512.0,43274.0,22262.0,best,0.606719970703125,0.0535888671875,0.339691162109375
170,2304_2560_6400_6656,MSAVI,65536,34666,3338.0,38004.0,27532.0,best,0.528961181640625,0.050933837890625,0.42010498046875
171,2304_2560_6656_6912,MSAVI,65536,33373,4116.0,37489.0,28047.0,best,0.5092315673828125,0.06280517578125,0.4279632568359375
172,2304_2560_6912_7168,MSAVI,65536,38489,1155.0,39644.0,25892.0,best,0.5872955322265625,0.0176239013671875,0.39508056640625
173,2304_2560_7168_7424,MSAVI,65536,42005,7342.0,49347.0,16189.0,best,0.6409454345703125,0.112030029296875,0.2470245361328125
174,2304_2560_7424_7680,MSAVI,65536,28702,5986.0,34688.0,30848.0,best,0.437957763671875,0.091339111328125,0.470703125
175,2304_2560_7680_7936,MSAVI,65536,41333,7853.0,49186.0,16350.0,best,0.6306915283203125,0.1198272705078125,0.249481201171875
176,2304_2560_7936_8192,MSAVI,65536,39422,13267.0,52689.0,12847.0,best,0.601531982421875,0.2024383544921875,0.1960296630859375
177,2304_2560_8192_8448,MSAVI,65536,43241,9371.0,52612.0,12924.0,best,0.6598052978515625,0.1429901123046875,0.19720458984375
178,2304_2560_8448_8704,MSAVI,65536,40189,2926.0,43115.0,22421.0,best,0.6132354736328125,0.044647216796875,0.3421173095703125
179,2304_2560_8704_8960,MSAVI,65536,40970,2935.0,43905.0,21631.0,best,0.625152587890625,0.0447845458984375,0.3300628662109375
180,2304_2560_8960_9216,MSAVI,65536,34048,12499.0,46547.0,18989.0,best,0.51953125,0.1907196044921875,0.2897491455078125
181,2304_2560_9216_9472,MSAVI,65373,36103,2464.0,38567.0,26806.0,best,0.5522616370672908,0.03769140164899882,0.4100469612837104
182,2560_2816_1536_1792,MSAVI,65536,35403,1426.0,36829.0,28707.0,best,0.5402069091796875,0.021759033203125,0.4380340576171875
183,2560_2816_1792_2048,MSAVI,65536,35947,1975.0,37922.0,27614.0,best,0.5485076904296875,0.0301361083984375,0.421356201171875
184,2560_2816_2048_2304,MSAVI,65536,43212,2780.0,45992.0,19544.0,best,0.65936279296875,0.04241943359375,0.2982177734375
185,2560_2816_2304_2560,MSAVI,65536,47584,4582.0,52166.0,13370.0,best,0.72607421875,0.069915771484375,0.204010009765625
186,2560_2816_2560_2816,MSAVI,65536,46579,6568.0,53147.0,12389.0,best,0.7107391357421875,0.1002197265625,0.1890411376953125
187,2560_2816_2816_3072,MSAVI,65536,39584,8169.0,47753.0,17783.0,best,0.60400390625,0.1246490478515625,0.2713470458984375
188,2560_2816_3072_3328,MSAVI,65536,38207,6374.0,44581.0,20955.0,best,0.5829925537109375,0.097259521484375,0.3197479248046875
189,2560_2816_3328_3584,MSAVI,65536,38026,6313.0,44339.0,21197.0,best,0.580230712890625,0.0963287353515625,0.3234405517578125
190,2560_2816_3584_3840,MSAVI,65536,35419,3044.0,38463.0,27073.0,best,0.5404510498046875,0.04644775390625,0.4131011962890625
191,2560_2816_3840_4096,MSAVI,65536,37461,4664.0,42125.0,23411.0,best,0.5716094970703125,0.0711669921875,0.3572235107421875
192,2560_2816_4096_4352,MSAVI,65536,38189,9693.0,47882.0,17654.0,best,0.5827178955078125,0.1479034423828125,0.269378662109375
193,2560_2816_4352_4608,MSAVI,65536,34900,5641.0,40541.0,24995.0,best,0.53253173828125,0.0860748291015625,0.3813934326171875
194,2560_2816_4608_4864,MSAVI,65536,30707,6222.0,36929.0,28607.0,best,0.4685516357421875,0.094940185546875,0.4365081787109375
195,2560_2816_4864_5120,MSAVI,65536,35780,5263.0,41043.0,24493.0,best,0.54595947265625,0.0803070068359375,0.3737335205078125
196,2560_2816_5120_5376,MSAVI,65536,40659,8186.0,48845.0,16691.0,best,0.6204071044921875,0.124908447265625,0.2546844482421875
