patch_number,VegetationIndex,Patch_Area,VI_Area,Pure_GaborArea,AreaSum,Unknown_Area,class,Normalized_VI_Area,Normalized_Pure_GaborArea,Normalized_Unknown_Area
5888_6144_4864_5120,MSAVI,65535,40482,2262.0,42744.0,22791.0,best,0.6177157244220646,0.03451590753032731,0.34776836804760813
5888_6144_5120_5376,MSAVI,65535,42237,1478.0,43715.0,21820.0,best,0.6444953078507668,0.02255283436331731,0.3329518577859159
5888_6144_5376_5632,MSAVI,65535,40597,3224.0,43821.0,21714.0,best,0.6194705119401847,0.04919508659494926,0.3313344014648661
5888_6144_5632_5888,MSAVI,65535,41456,1434.0,42890.0,22645.0,best,0.6325780117494468,0.021881437399862667,0.34554055085069046
5888_6144_5888_6144,MSAVI,65535,39521,610.0,40131.0,25404.0,best,0.6030518043793393,0.009308003356984817,0.3876401922636759
5888_6144_6144_6400,MSAVI,65535,41664,3252.0,44916.0,20619.0,best,0.6357518883039597,0.04962233920805676,0.3146257724879835
5888_6144_6400_6656,MSAVI,65534,43677,2397.0,46074.0,19460.0,best,0.6664784691915647,0.036576433606982636,0.2969450972014527
5888_6144_6656_6912,MSAVI,65535,44499,1424.0,45923.0,19612.0,best,0.6790112153810941,0.021728847180895704,0.2992599374380102
5888_6144_6912_7168,MSAVI,65535,43991,593.0,44584.0,20951.0,best,0.6712596322575722,0.009048599984740979,0.3196917677576867
5888_6144_7168_7424,MSAVI,65535,41315,377.0,41692.0,23843.0,best,0.6304264896620126,0.005752651255054551,0.36382085908293277
5888_6144_7424_7680,MSAVI,65535,39388,907.0,40295.0,25240.0,best,0.6010223544670786,0.013839932860303654,0.3851377126726177
5888_6144_7680_7936,MSAVI,65535,38049,1508.0,39557.0,25978.0,best,0.5805905241474022,0.023010605020218206,0.3963988708323796
5888_6144_7936_8192,MSAVI,65535,43680,1251.0,44931.0,20604.0,best,0.6665140764476997,0.019089036392767225,0.31439688715953307
5888_6144_8192_8448,MSAVI,65535,43109,2319.0,45428.0,20107.0,best,0.657801174944686,0.035385671778439,0.306813153276875
5888_6144_8448_8704,MSAVI,65535,43375,521.0,43896.0,21639.0,best,0.6618600747692073,0.007949950408178835,0.33018997482261386
5888_6144_8704_8960,MSAVI,65535,40770,583.0,41353.0,24182.0,best,0.6221103227283131,0.008896009765774014,0.3689936675059129
5888_6144_8960_9216,MSAVI,65535,39717,1940.0,41657.0,23878.0,best,0.6060425726710917,0.029602502479591057,0.36435492484931714
5888_6144_9216_9472,MSAVI,65535,40106,615.0,40721.0,24814.0,best,0.6119783321889067,0.009384298466468299,0.378637369344625
5888_6144_9472_9728,MSAVI,65535,38124,2624.0,40748.0,24787.0,best,0.5817349507896544,0.040039673456931414,0.3782253757534142
5888_6144_9728_9984,MSAVI,65535,37613,726.0,38339.0,27196.0,best,0.5739375906004425,0.011078049897001603,0.4149843595025559
5888_6144_9984_10240,MSAVI,65535,39472,708.0,40180.0,25355.0,best,0.6023041123064011,0.010803387502861066,0.3868925001907378
5888_6144_10240_10496,MSAVI,65535,40511,772.0,41283.0,24252.0,best,0.6181582360570688,0.011779964904249637,0.37006179903868164
5888_6144_10496_10752,MSAVI,65535,40037,2901.0,42938.0,22597.0,best,0.6109254596780347,0.04426642252231632,0.34480811779964904
6144_6400_512_768,MSAVI,65534,44118,1018.0,45136.0,20398.0,best,0.673207800531022,0.015533921323282572,0.31125827814569534
6144_6400_768_1024,MSAVI,65535,44940,479.0,45419.0,20116.0,best,0.6857404440375372,0.007309071488517586,0.30695048447394524
6144_6400_1024_1280,MSAVI,65535,44617,2627.0,47244.0,18291.0,best,0.6808117799649043,0.0400854505226215,0.27910276951247426
6144_6400_1280_1536,MSAVI,65535,39675,2161.0,41836.0,23699.0,best,0.6054016937514305,0.03297474631876097,0.3616235599298085
6144_6400_1536_1792,MSAVI,65535,42259,474.0,42733.0,22802.0,best,0.6448310063324941,0.007232776379034104,0.3479362172884718
6144_6400_1792_2048,MSAVI,65534,42927,3655.0,46582.0,18952.0,best,0.6550340281380658,0.055772576067384866,0.2891933957945494
6144_6400_2048_2304,MSAVI,65535,40234,4522.0,44756.0,20779.0,best,0.6139314869916839,0.06900129701686122,0.31706721599145493
6144_6400_2304_2560,MSAVI,65535,42131,5906.0,48037.0,17498.0,best,0.642877851529717,0.09011978332188907,0.267002365148394
6144_6400_2560_2816,MSAVI,65535,42166,1432.0,43598.0,21937.0,best,0.6434119172961014,0.021850919356069275,0.3347371633478294
6144_6400_2816_3072,MSAVI,65535,40316,1271.0,41587.0,23948.0,best,0.615182726787213,0.019394216830701153,0.3654230563820859
6144_6400_3072_3328,MSAVI,65534,41709,940.0,42649.0,22885.0,best,0.6364482558671835,0.01434369945371868,0.3492080446790979
6144_6400_3328_3584,MSAVI,65534,41200,713.0,41913.0,23621.0,best,0.6286812952055422,0.010879848628192999,0.36043885616626486
6144_6400_3584_3840,MSAVI,65535,40872,763.0,41635.0,23900.0,best,0.6236667429617762,0.01164263370717937,0.36469062333104446
6144_6400_3840_4096,MSAVI,65535,41361,751.0,42112.0,23423.0,best,0.6311284046692607,0.011459525444419012,0.3574120698863203
6144_6400_4096_4352,MSAVI,65535,43363,1334.0,44697.0,20838.0,best,0.6616769665064469,0.020355535210193027,0.31796749828336
6144_6400_4352_4608,MSAVI,65535,41497,258.0,41755.0,23780.0,best,0.6332036316472114,0.003936827649347677,0.3628595407034409
6144_6400_4608_4864,MSAVI,65535,41855,180.0,42035.0,23500.0,best,0.6386663614862287,0.002746623941405356,0.3585870145723659
6144_6400_4864_5120,MSAVI,65535,39676,1271.0,40947.0,24588.0,best,0.6054169527733272,0.019394216830701153,0.3751888303959716
6144_6400_5120_5376,MSAVI,65535,40260,2299.0,42559.0,22976.0,best,0.614328221560998,0.035080491340505074,0.35059128709849696
6144_6400_5376_5632,MSAVI,65535,39512,865.0,40377.0,25158.0,best,0.602914473182269,0.013199053940642405,0.3838864728770886
6144_6400_5632_5888,MSAVI,65535,39406,149.0,39555.0,25980.0,best,0.6012970168612192,0.002273594262607767,0.396429388876173
6144_6400_5888_6144,MSAVI,65535,42152,2384.0,44536.0,20999.0,best,0.6431982909895476,0.03637750820172427,0.3204242008087282
6144_6400_6144_6400,MSAVI,65535,40286,2135.0,42421.0,23114.0,best,0.6147249561303121,0.03257801174944686,0.3526970321202411
6144_6400_6400_6656,MSAVI,65535,41772,5349.0,47121.0,18414.0,best,0.6373998626688029,0.08162050812542916,0.2809796292057679
6144_6400_6656_6912,MSAVI,65535,41783,2980.0,44763.0,20772.0,best,0.6375677119096665,0.045471885252155335,0.31696040283817806
6144_6400_6912_7168,MSAVI,65535,41113,5045.0,46158.0,19377.0,best,0.62734416723888,0.07698176546883345,0.29567406729228657
6144_6400_7168_7424,MSAVI,65535,40502,1261.0,41763.0,23772.0,best,0.6180209048599985,0.01924162661173419,0.3627374685282673
6144_6400_7424_7680,MSAVI,65535,40400,1925.0,42325.0,23210.0,best,0.6164644846265355,0.02937361715114061,0.35416189822232397
6144_6400_7680_7936,MSAVI,65535,41339,976.0,42315.0,23220.0,best,0.6307927061875334,0.014892805371175709,0.35431448844129093
6144_6400_7936_8192,MSAVI,65535,42604,3637.0,46241.0,19294.0,best,0.6500953688868544,0.05549706263828488,0.29440756847486077
6144_6400_8192_8448,MSAVI,65535,42103,2888.0,44991.0,20544.0,best,0.6424505989166095,0.04406805523765927,0.3134813458457313
6144_6400_8448_8704,MSAVI,65535,40180,1224.0,41404.0,24131.0,best,0.6131074998092623,0.01867704280155642,0.3682154573891814
6144_6400_8704_8960,MSAVI,65535,38771,1691.0,40462.0,25073.0,best,0.591607537956817,0.025803006027313648,0.38258945601586936
6144_6400_8960_9216,MSAVI,65535,39229,945.0,40174.0,25361.0,best,0.5985961699855039,0.01441977569237812,0.38698405432211797
6144_6400_9216_9472,MSAVI,65535,40236,421.0,40657.0,24878.0,best,0.6139620050354773,0.006424048218509193,0.37961394674601356
6144_6400_9472_9728,MSAVI,65535,37800,1442.0,39242.0,26293.0,best,0.5767910276951247,0.022003509575036242,0.40120546272983904
6144_6400_9728_9984,MSAVI,65535,37082,734.0,37816.0,27719.0,best,0.5658350499732967,0.011200122072175174,0.4229648279545281
6144_6400_9984_10240,MSAVI,65535,38478,1438.0,39916.0,25619.0,best,0.5871366445410849,0.021942473487449453,0.39092088197146563
6144_6400_10240_10496,MSAVI,65535,38698,416.0,39114.0,26421.0,best,0.5904936293583581,0.0063477531090257115,0.40315861753261617
6144_6400_10496_10752,MSAVI,65535,39330,751.0,40081.0,25454.0,best,0.6001373311970702,0.011459525444419012,0.3884031433585107
6400_6656_512_768,MSAVI,65535,40701,392.0,41093.0,24442.0,best,0.6210574502174411,0.005981536583504998,0.37296101319905395
6400_6656_768_1024,MSAVI,65535,43549,436.0,43985.0,21550.0,best,0.6645151445792324,0.00665293354695964,0.3288319218738079
6400_6656_1024_1280,MSAVI,65535,46329,385.0,46714.0,18821.0,best,0.7069352254520486,0.005874723430228122,0.28719005111772333
6400_6656_1280_1536,MSAVI,65535,44939,2070.0,47009.0,18526.0,best,0.6857251850156405,0.03158617532616159,0.2826886396581979
6400_6656_1536_1792,MSAVI,65535,43115,4897.0,48012.0,17523.0,best,0.6578927290760662,0.07472343022812238,0.2673838406958114
6400_6656_1792_2048,MSAVI,65535,47588,3973.0,51561.0,13974.0,best,0.7261463340199893,0.06062409399557488,0.2132295719844358
6400_6656_2048_2304,MSAVI,65535,43204,4838.0,48042.0,17493.0,best,0.6592507820248722,0.07382314793621729,0.2669260700389105
6400_6656_2304_2560,MSAVI,65535,41852,2483.0,44335.0,21200.0,best,0.6386205844205386,0.03788815136949721,0.32349126420996416
6400_6656_2560_2816,MSAVI,65535,41200,3170.0,44370.0,21165.0,best,0.6286717021438926,0.04837109941252766,0.3229571984435798
6400_6656_2816_3072,MSAVI,65534,39638,2250.0,41888.0,23646.0,best,0.6048463393047884,0.034333323160496844,0.3608203375347148
6400_6656_3072_3328,MSAVI,65535,40356,1490.0,41846.0,23689.0,best,0.6157930876630808,0.022735942626077667,0.3614709697108415
6400_6656_3328_3584,MSAVI,65535,37529,3586.0,41115.0,24420.0,best,0.57265583276112,0.05471885252155337,0.37262531471732663
6400_6656_3584_3840,MSAVI,65535,39702,2641.0,42343.0,23192.0,best,0.6058136873426413,0.04029907682917525,0.35388723582818343
6400_6656_3840_4096,MSAVI,65535,39833,1167.0,41000.0,24535.0,best,0.6078126192111085,0.017807278553444723,0.3743801022354467
6400_6656_4096_4352,MSAVI,65535,39404,783.0,40187.0,25348.0,best,0.6012664988174258,0.011947814145113297,0.3867856870374609
6400_6656_4352_4608,MSAVI,65535,42941,630.0,43571.0,21964.0,best,0.655237659266041,0.009613183794918746,0.3351491569390402
6400_6656_4608_4864,MSAVI,65535,41611,361.0,41972.0,23563.0,best,0.6349431601434348,0.005508506904707409,0.3595483329518578
6400_6656_4864_5120,MSAVI,65535,43590,1208.0,44798.0,20737.0,best,0.665140764476997,0.018432898451209278,0.3164263370717937
6400_6656_5120_5376,MSAVI,65535,41853,263.0,42116.0,23419.0,best,0.6386358434424353,0.0040131227588311585,0.3573510337987335
6400_6656_5376_5632,MSAVI,65535,39208,771.0,39979.0,25556.0,best,0.5982757305256733,0.011764705882352941,0.38995956359197376
6400_6656_5632_5888,MSAVI,65535,39384,626.0,40010.0,25525.0,best,0.6009613183794918,0.00955214770733196,0.38948653391317617
6400_6656_5888_6144,MSAVI,65535,40913,833.0,41746.0,23789.0,best,0.6242923628595407,0.01271076523994812,0.36299687190051116
6400_6656_6144_6400,MSAVI,65535,41123,3378.0,44501.0,21034.0,best,0.6274967574578469,0.05154497596704051,0.32095826657511256
6400_6656_6400_6656,MSAVI,65535,40385,755.0,41140.0,24395.0,best,0.616235599298085,0.011520561532005799,0.3722438391699092
6400_6656_6656_6912,MSAVI,65535,42760,3253.0,46013.0,19522.0,best,0.652475776302739,0.04963759822995346,0.29788662546730754
6400_6656_6912_7168,MSAVI,65535,39965,4153.0,44118.0,21417.0,best,0.6098268101014725,0.06337071793698024,0.32680247196154727
6400_6656_7168_7424,MSAVI,65535,40152,1677.0,41829.0,23706.0,best,0.6126802471961548,0.0255893797207599,0.36173037308308537
6400_6656_7424_7680,MSAVI,65535,43242,547.0,43789.0,21746.0,best,0.6598306248569467,0.008346684977492943,0.3318226901655604
6400_6656_7680_7936,MSAVI,65535,44674,859.0,45533.0,20002.0,best,0.681681544213016,0.013107499809262227,0.30521095597772185
6400_6656_7936_8192,MSAVI,65535,42904,8855.0,51759.0,13776.0,best,0.6546730754558633,0.1351186388952468,0.2102082856488899
6400_6656_8192_8448,MSAVI,65535,41521,1657.0,43178.0,22357.0,best,0.6335698481727321,0.02528419928282597,0.3411459525444419
6400_6656_8448_8704,MSAVI,65535,39498,885.0,40383.0,25152.0,best,0.6027008468757152,0.013504234378576334,0.3837949187457084
6400_6656_8704_8960,MSAVI,65535,40080,1983.0,42063.0,23472.0,best,0.6115815976195926,0.030258640421149004,0.3581597619592584
6400_6656_8960_9216,MSAVI,65535,39911,1263.0,41174.0,24361.0,best,0.6090028229190508,0.01927214465552758,0.37172503242542154
6400_6656_9216_9472,MSAVI,65535,40353,330.0,40683.0,24852.0,best,0.6157473105973907,0.0050354772259098195,0.37921721217669946
6400_6656_9472_9728,MSAVI,65535,40104,339.0,40443.0,25092.0,best,0.6119478141451133,0.005172808422980087,0.38287937743190664
6400_6656_9728_9984,MSAVI,65535,36683,624.0,37307.0,28228.0,best,0.5597467002365148,0.009521629663538568,0.4307316700999466
6400_6656_9984_10240,MSAVI,65535,34782,0.0,34782.0,30753.0,best,0.5307392996108949,0.0,0.46926070038910506
6400_6656_10240_10496,MSAVI,65535,37993,114.0,38107.0,27428.0,best,0.5797360189211872,0.0017395284962233922,0.41852445258258947
6400_6656_10496_10752,MSAVI,65535,38209,468.0,38677.0,26858.0,best,0.5830319676508736,0.007141222247653925,0.4098268101014725
6656_6912_512_768,MSAVI,65535,40623,1226.0,41849.0,23686.0,best,0.6198672465094988,0.018707560845349813,0.36142519264515144
6656_6912_768_1024,MSAVI,65535,44149,1392.0,45541.0,19994.0,best,0.6736705577172504,0.02124055848020142,0.3050888838025483
6656_6912_1024_1280,MSAVI,65535,47153,1755.0,48908.0,16627.0,best,0.7195086594949264,0.02677958342870222,0.2537117570763714
6656_6912_1280_1536,MSAVI,65535,44586,2641.0,47227.0,18308.0,best,0.6803387502861067,0.04029907682917525,0.2793621728847181
6656_6912_1536_1792,MSAVI,65535,44424,1468.0,45892.0,19643.0,best,0.6778667887388419,0.022400244144350347,0.2997329671168078
6656_6912_1792_2048,MSAVI,65535,43524,3275.0,46799.0,18736.0,best,0.664133669031815,0.049973296711680784,0.28589303425650414
6656_6912_2048_2304,MSAVI,65535,39120,1451.0,40571.0,24964.0,best,0.596932936598764,0.02214084077210651,0.38092622262912945
6656_6912_2304_2560,MSAVI,65535,41854,1805.0,43659.0,21876.0,best,0.638651102464332,0.02754253452353704,0.3338063630121309
6656_6912_2560_2816,MSAVI,65535,39822,931.0,40753.0,24782.0,best,0.6076447699702449,0.014206149385824368,0.3781490806439307
6656_6912_2816_3072,MSAVI,65535,40086,885.0,40971.0,24564.0,best,0.6116731517509728,0.013504234378576334,0.3748226138704509
6656_6912_3072_3328,MSAVI,65535,39517,1580.0,41097.0,24438.0,best,0.6029907682917525,0.024109254596780347,0.37289997711146716
6656_6912_3328_3584,MSAVI,65535,37944,1876.0,39820.0,25715.0,best,0.5789883268482491,0.028625925078202486,0.3923857480735485
6656_6912_3584_3840,MSAVI,65535,38505,1115.0,39620.0,25915.0,best,0.5875486381322957,0.01701380941481651,0.39543755245288775
6656_6912_3840_4096,MSAVI,65535,40709,1218.0,41927.0,23608.0,best,0.6211795223926146,0.01858548867017624,0.3602349889372091
6656_6912_4096_4352,MSAVI,65535,40109,1655.0,41764.0,23771.0,best,0.6120241092545968,0.02525368123903258,0.36272220950637063
6656_6912_4352_4608,MSAVI,65535,43252,2420.0,45672.0,19863.0,best,0.6599832150759136,0.03692683299000534,0.303089951934081
6656_6912_4608_4864,MSAVI,65535,42680,1010.0,43690.0,21845.0,best,0.6512550545510033,0.015411612115663387,0.3333333333333333
6656_6912_4864_5120,MSAVI,65535,41192,1207.0,42399.0,23136.0,best,0.628549629968719,0.01841763942931258,0.35303273060196844
6656_6912_5120_5376,MSAVI,65535,42595,1057.0,43652.0,21883.0,best,0.6499580376897841,0.01612878614480812,0.3339131761654078
6656_6912_5376_5632,MSAVI,65535,41705,802.0,42507.0,23028.0,best,0.6363775082017242,0.01223773556115053,0.3513847562371252
6656_6912_5632_5888,MSAVI,65535,41296,507.0,41803.0,23732.0,best,0.6301365682459754,0.007736324101625086,0.36212710765239947
6656_6912_5888_6144,MSAVI,65534,39997,383.0,40380.0,25154.0,best,0.6103244117557298,0.005844294564653463,0.3838312936796167
6656_6912_6144_6400,MSAVI,65535,39688,1397.0,41085.0,24450.0,best,0.6056000610360875,0.021316853589684902,0.3730830853742275
6656_6912_6400_6656,MSAVI,65535,42006,1341.0,43347.0,22188.0,best,0.64097047379263,0.020462348363469902,0.3385671778439002
6656_6912_6656_6912,MSAVI,65535,40259,1258.0,41517.0,24018.0,best,0.6143129625391013,0.0191958495460441,0.36649118791485463
6656_6912_6912_7168,MSAVI,65535,42469,3771.0,46240.0,19295.0,best,0.6480354009308004,0.0575417715724422,0.29442282749675747
6656_6912_7168_7424,MSAVI,65535,43256,1168.0,44424.0,21111.0,best,0.6600442511635004,0.01782253757534142,0.3221332112611582
6656_6912_7424_7680,MSAVI,65535,42006,2291.0,44297.0,21238.0,best,0.64097047379263,0.0349584191653315,0.3240711070420386
6656_6912_7680_7936,MSAVI,65535,43125,3283.0,46408.0,19127.0,best,0.6580453192950332,0.050095368886854355,0.2918593118181125
6656_6912_7936_8192,MSAVI,65535,42012,2431.0,44443.0,21092.0,best,0.6410620279240101,0.037094682230869,0.32184328984512095
6656_6912_8192_8448,MSAVI,65535,40057,2970.0,43027.0,22508.0,best,0.6112306401159686,0.04531929503318837,0.34345006485084306
6656_6912_8448_8704,MSAVI,65535,39004,957.0,39961.0,25574.0,best,0.5951628900587472,0.014602883955138476,0.3902342259861143
6656_6912_8704_8960,MSAVI,65535,39437,457.0,39894.0,25641.0,best,0.6017700465400168,0.006973373006790265,0.39125658045319295
6656_6912_8960_9216,MSAVI,65535,42318,945.0,43263.0,22272.0,best,0.6457312886243992,0.01441977569237812,0.3398489356832227
6656_6912_9216_9472,MSAVI,65535,39349,1324.0,40673.0,24862.0,best,0.6004272526131075,0.020202944991226063,0.3793698023956664
6656_6912_9472_9728,MSAVI,65535,40047,96.0,40143.0,25392.0,best,0.6110780498970017,0.0014648661020828565,0.38745708400091555
6656_6912_9728_9984,MSAVI,65535,38249,2119.0,40368.0,25167.0,best,0.5836423285267415,0.03233386739909972,0.38402380407415887
6656_6912_9984_10240,MSAVI,65535,35697,583.0,36280.0,29255.0,best,0.5447013046463721,0.008896009765774014,0.44640268558785384
6656_6912_10240_10496,MSAVI,65535,37340,1999.0,39339.0,26196.0,best,0.5697718776226444,0.030502784771496146,0.3997253376058595
6656_6912_10496_10752,MSAVI,65535,40031,593.0,40624.0,24911.0,best,0.6108339055466545,0.009048599984740979,0.38011749446860454
6912_7168_512_768,MSAVI,65535,41843,684.0,42527.0,23008.0,best,0.6384832532234683,0.010437170977340352,0.35107957579919125
6912_7168_768_1024,MSAVI,65535,41132,1415.0,42547.0,22988.0,best,0.6276340886549172,0.021591515983825436,0.3507743953612573
6912_7168_1024_1280,MSAVI,65535,43836,6048.0,49884.0,15651.0,best,0.6688944838635843,0.09228656443121996,0.2388189517051957
6912_7168_1280_1536,MSAVI,65535,40454,2293.0,42747.0,22788.0,best,0.6172884718089571,0.034988937209124896,0.34772259098191804
6912_7168_1536_1792,MSAVI,65535,41889,5699.0,47588.0,17947.0,best,0.6391851682307164,0.0869611657892729,0.2738536659800107
6912_7168_1792_2048,MSAVI,65535,39958,4184.0,44142.0,21393.0,best,0.6097199969481957,0.06384374761577782,0.32643625543602656
6912_7168_2048_2304,MSAVI,65535,39290,4341.0,43631.0,21904.0,best,0.5995269703212024,0.06623941405355917,0.3342336156252384
6912_7168_2304_2560,MSAVI,65535,40426,2165.0,42591.0,22944.0,best,0.6168612191958496,0.033035782406347754,0.3501029983978027
6912_7168_2560_2816,MSAVI,65535,41571,3030.0,44601.0,20934.0,best,0.6343327992675669,0.04623483634699016,0.31943236438544287
6912_7168_2816_3072,MSAVI,65535,42300,6055.0,48355.0,17180.0,best,0.6454566262302587,0.09239337758449684,0.26214999618524454
6912_7168_3072_3328,MSAVI,65535,39848,1318.0,41166.0,24369.0,best,0.608041504539559,0.020111390859845885,0.3718471046005951
6912_7168_3328_3584,MSAVI,65535,38605,2147.0,40752.0,24783.0,best,0.5890745403219654,0.03276112001220722,0.3781643396658274
6912_7168_3584_3840,MSAVI,65535,42674,901.0,43575.0,21960.0,best,0.6511635004196231,0.013748378728923476,0.3350881208514534
6912_7168_3840_4096,MSAVI,65535,39272,2388.0,41660.0,23875.0,best,0.5992523079270619,0.03643854428931106,0.36430914778362705
6912_7168_4096_4352,MSAVI,65535,40154,492.0,40646.0,24889.0,best,0.6127107652399482,0.00750743877317464,0.3797817959868772
6912_7168_4352_4608,MSAVI,65535,40758,1677.0,42435.0,23100.0,best,0.6219272144655528,0.0255893797207599,0.35248340581368737
6912_7168_4608_4864,MSAVI,65535,41937,669.0,42606.0,22929.0,best,0.6399176012817578,0.010208285648889906,0.34987411306935223
6912_7168_4864_5120,MSAVI,65534,40430,1382.0,41812.0,23722.0,best,0.6169316690572832,0.02108829004791406,0.3619800408948027
6912_7168_5120_5376,MSAVI,65535,42539,3424.0,45963.0,19572.0,best,0.6491035324635691,0.05224689097428855,0.29864957656214236
6912_7168_5376_5632,MSAVI,65535,44643,2412.0,47055.0,18480.0,best,0.6812085145342184,0.03680476081483177,0.28198672465094987
6912_7168_5632_5888,MSAVI,65535,42267,2832.0,45099.0,20436.0,best,0.6449530785076677,0.043213550011444266,0.3118333714808881
6912_7168_5888_6144,MSAVI,65535,41325,1796.0,43121.0,22414.0,best,0.6305790798809796,0.027405203326466773,0.3420157167925536
6912_7168_6144_6400,MSAVI,65534,40437,1845.0,42282.0,23252.0,best,0.6170384838404492,0.02815332499160741,0.3548081911679434
6912_7168_6400_6656,MSAVI,65535,40205,1123.0,41328.0,24207.0,best,0.6134889753566797,0.017135881589990083,0.3693751430533303
6912_7168_6656_6912,MSAVI,65535,40363,106.0,40469.0,25066.0,best,0.6158999008163577,0.0016174563210498208,0.3824826428625925
6912_7168_6912_7168,MSAVI,65535,39701,133.0,39834.0,25701.0,best,0.6057984283207446,0.0020294499122606243,0.39217212176699473
6912_7168_7168_7424,MSAVI,65535,39083,3020.0,42103.0,23432.0,best,0.5963683527885862,0.046082246128023197,0.35754940108339056
6912_7168_7424_7680,MSAVI,65535,40880,2321.0,43201.0,22334.0,best,0.6237888151369497,0.035416189822232394,0.3407949950408179
6912_7168_7680_7936,MSAVI,65535,40927,2648.0,43575.0,21960.0,best,0.6245059891660945,0.04040588998245213,0.3350881208514534
6912_7168_7936_8192,MSAVI,65535,41778,273.0,42051.0,23484.0,best,0.6374914168001831,0.004165712977798123,0.3583428702220188
6912_7168_8192_8448,MSAVI,65535,40354,1002.0,41356.0,24179.0,best,0.6157625696192874,0.015289539940489814,0.3689478904402228
6912_7168_8448_8704,MSAVI,65535,40141,1400.0,41541.0,23994.0,best,0.6125123979552911,0.02136263065537499,0.3661249713893339
6912_7168_8704_8960,MSAVI,65535,39387,1607.0,40994.0,24541.0,best,0.6010070954451819,0.02452124818799115,0.3744716563668269
6912_7168_8960_9216,MSAVI,65535,39430,1989.0,41419.0,24116.0,best,0.6016632333867399,0.030350194552529183,0.36798657206073093
6912_7168_9216_9472,MSAVI,65535,39809,724.0,40533.0,25002.0,best,0.6074464026855878,0.01104753185320821,0.3815060654612039
6912_7168_9472_9728,MSAVI,65535,39461,1956.0,41417.0,24118.0,best,0.6021362630655375,0.029846646829938202,0.3680170901045243
6912_7168_9728_9984,MSAVI,65535,40441,785.0,41226.0,24309.0,best,0.6170901045243,0.011978332188906692,0.37093156328679333
6912_7168_9984_10240,MSAVI,65535,39450,1339.0,40789.0,24746.0,best,0.6019684138246738,0.02043183031967651,0.37759975585564964
6912_7168_10240_10496,MSAVI,65535,39012,3053.0,42065.0,23470.0,best,0.5952849622339208,0.04658579385061418,0.358129243915465
6912_7168_10496_10752,MSAVI,65535,39813,2001.0,41814.0,23721.0,best,0.6075074387731746,0.03053330281528954,0.3619592584115358
7168_7424_512_768,MSAVI,65535,45042,800.0,45842.0,19693.0,best,0.6872968642710002,0.012207217517357137,0.3004959182116426
7168_7424_768_1024,MSAVI,65534,43522,1205.0,44727.0,20807.0,best,0.6641132847071749,0.01838740195928831,0.3174993133335368
7168_7424_1024_1280,MSAVI,65535,44653,2085.0,46738.0,18797.0,best,0.6813611047531853,0.03181506065461204,0.2868238345922026
7168_7424_1280_1536,MSAVI,65535,44702,5355.0,50057.0,15478.0,best,0.6821087968261235,0.08171206225680934,0.2361791409170672
7168_7424_1536_1792,MSAVI,65535,41987,1381.0,43368.0,22167.0,best,0.6406805523765927,0.02107270923933776,0.3382467383840696
7168_7424_1792_2048,MSAVI,65535,39192,915.0,40107.0,25428.0,best,0.5980315861753261,0.013962005035477227,0.3880064087891966
7168_7424_2048_2304,MSAVI,65535,39069,4920.0,43989.0,21546.0,best,0.5961547264820325,0.07507438773174639,0.3287708857862211
7168_7424_2304_2560,MSAVI,65535,39764,4517.0,44281.0,21254.0,best,0.6067597467002365,0.06892500190737774,0.32431525139238576
7168_7424_2560_2816,MSAVI,65535,40747,3625.0,44372.0,21163.0,best,0.6217593652246891,0.05531395437552453,0.3229266803997864
7168_7424_2816_3072,MSAVI,65534,38801,2594.0,41395.0,24139.0,best,0.5920743430890836,0.03958250679036836,0.36834315012054814
7168_7424_3072_3328,MSAVI,65535,38844,2153.0,40997.0,24538.0,best,0.5927214465552758,0.0328526741435874,0.3744258793011368
7168_7424_3328_3584,MSAVI,65535,39206,1685.0,40891.0,24644.0,best,0.5982452124818799,0.02571145189593347,0.3760433356221866
7168_7424_3584_3840,MSAVI,65535,41974,1690.0,43664.0,21871.0,best,0.6404821850919356,0.02578774700541695,0.3337300679026474
7168_7424_3840_4096,MSAVI,65535,39356,1247.0,40603.0,24932.0,best,0.6005340657663844,0.019028000305180436,0.38043793392843517
7168_7424_4096_4352,MSAVI,65535,40662,1313.0,41975.0,23560.0,best,0.6204623483634699,0.020035095750362403,0.3595025558861677
7168_7424_4352_4608,MSAVI,65535,42261,960.0,43221.0,22314.0,best,0.6448615243762875,0.014648661020828565,0.34048981460288397
7168_7424_4608_4864,MSAVI,65535,41096,2535.0,43631.0,21904.0,best,0.6270847638666361,0.03868162050812543,0.3342336156252384
7168_7424_4864_5120,MSAVI,65535,42751,37.0,42788.0,22747.0,best,0.6523384451056687,0.0005645838101777677,0.3470969710841535
7168_7424_5120_5376,MSAVI,65535,41540,806.0,42346.0,23189.0,best,0.6338597695887693,0.012298771648737316,0.35384145876249334
7168_7424_5376_5632,MSAVI,65535,42649,953.0,43602.0,21933.0,best,0.6507820248722057,0.01454184786755169,0.3346761272602426
7168_7424_5632_5888,MSAVI,65535,39970,2044.0,42014.0,23521.0,best,0.609903105210956,0.031189440756847486,0.35890745403219654
7168_7424_5888_6144,MSAVI,65535,40533,2941.0,43474.0,22061.0,best,0.6184939345387961,0.04487678339818418,0.3366292820630198
7168_7424_6144_6400,MSAVI,65535,42745,2968.0,45713.0,19822.0,best,0.6522468909742886,0.04528877698939498,0.30246433203631645
