,class,Normalized_VI_Area,Normalized_Pure_GaborArea,Normalized_Unknown_Area,VegetationIndex,Patch_Area
0,bad,0.60090403978104,0.22051304440483388,0.17858291581412603,MSAVI,65536
1,best,0.5593509194529924,0.13536534524731098,0.30528373529969655,MSAVI,65536
2,good,0.5426304378885971,0.12576750895392144,0.33160205315748154,MSAVI,65536
3,worst,0.5640557736746209,0.21264971251976697,0.2232945138056121,MSAVI,65536
