,patch_number,VegetationIndex,Patch_Area,VI_Area,Pure_GaborArea,AreaSum,Unknown_Area,class,Normalized_VI_Area,Normalized_Pure_GaborArea,Normalized_Unknown_Area
160,2304_2560_3328_3584,MSAVI,65536,39979,9644.0,49623.0,15913.0,best,0.6100311279296875,0.14715576171875,0.2428131103515625
161,2304_2560_3584_3840,MSAVI,65536,34188,3397.0,37585.0,27951.0,best,0.52166748046875,0.0518341064453125,0.4264984130859375
162,2304_2560_3840_4096,MSAVI,65536,35413,3977.0,39390.0,26146.0,best,0.5403594970703125,0.0606842041015625,0.398956298828125
163,2304_2560_4096_4352,MSAVI,65536,37672,11987.0,49659.0,15877.0,best,0.5748291015625,0.1829071044921875,0.2422637939453125
164,2304_2560_4352_4608,MSAVI,65536,29929,8905.0,38834.0,26702.0,best,0.4566802978515625,0.1358795166015625,0.407440185546875
165,2304_2560_4608_4864,MSAVI,65536,28289,2036.0,30325.0,35211.0,best,0.4316558837890625,0.03106689453125,0.5372772216796875
166,2304_2560_4864_5120,MSAVI,65536,30643,18250.0,48893.0,16643.0,best,0.4675750732421875,0.278472900390625,0.2539520263671875
167,2304_2560_5120_5376,MSAVI,65536,32935,18440.0,51375.0,14161.0,best,0.5025482177734375,0.2813720703125,0.2160797119140625
168,2304_2560_5376_5632,MSAVI,65536,33848,8427.0,42275.0,23261.0,best,0.5164794921875,0.1285858154296875,0.3549346923828125
169,2304_2560_5632_5888,MSAVI,65536,37814,7402.0,45216.0,20320.0,best,0.576995849609375,0.112945556640625,0.31005859375
170,2304_2560_5888_6144,MSAVI,65536,35391,12650.0,48041.0,17495.0,best,0.5400238037109375,0.193023681640625,0.2669525146484375
171,2304_2560_6144_6400,MSAVI,65536,38969,14106.0,53075.0,12461.0,best,0.5946197509765625,0.215240478515625,0.1901397705078125
172,2304_2560_6400_6656,MSAVI,65536,33347,8203.0,41550.0,23986.0,best,0.5088348388671875,0.1251678466796875,0.365997314453125
173,2304_2560_6656_6912,MSAVI,65536,32181,7349.0,39530.0,26006.0,best,0.4910430908203125,0.1121368408203125,0.396820068359375
174,2304_2560_6912_7168,MSAVI,65536,36645,8018.0,44663.0,20873.0,best,0.5591583251953125,0.122344970703125,0.3184967041015625
175,2304_2560_7168_7424,MSAVI,65536,39788,13127.0,52915.0,12621.0,best,0.60711669921875,0.2003021240234375,0.1925811767578125
176,2304_2560_7424_7680,MSAVI,65536,34698,15696.0,50394.0,15142.0,best,0.529449462890625,0.239501953125,0.231048583984375
177,2304_2560_7680_7936,MSAVI,65536,36102,6257.0,42359.0,23177.0,best,0.550872802734375,0.0954742431640625,0.3536529541015625
178,2304_2560_7936_8192,MSAVI,65536,51165,11002.0,62167.0,3369.0,best,0.7807159423828125,0.167877197265625,0.0514068603515625
179,2304_2560_8192_8448,MSAVI,65536,38264,12715.0,50979.0,14557.0,best,0.5838623046875,0.1940155029296875,0.2221221923828125
180,2304_2560_8448_8704,MSAVI,65536,37551,3740.0,41291.0,24245.0,best,0.5729827880859375,0.05706787109375,0.3699493408203125
181,2560_2816_1536_1792,MSAVI,65536,38483,7662.0,46145.0,19391.0,best,0.5872039794921875,0.116912841796875,0.2958831787109375
182,2560_2816_1792_2048,MSAVI,65536,39477,9597.0,49074.0,16462.0,best,0.6023712158203125,0.1464385986328125,0.251190185546875
183,2560_2816_2048_2304,MSAVI,65536,38874,9175.0,48049.0,17487.0,best,0.593170166015625,0.1399993896484375,0.2668304443359375
184,2560_2816_2304_2560,MSAVI,65536,41188,6552.0,47740.0,17796.0,best,0.62847900390625,0.0999755859375,0.27154541015625
185,2560_2816_2560_2816,MSAVI,65536,36609,7789.0,44398.0,21138.0,best,0.5586090087890625,0.1188507080078125,0.322540283203125
186,2560_2816_2816_3072,MSAVI,65536,37404,6738.0,44142.0,21394.0,best,0.57073974609375,0.102813720703125,0.326446533203125
187,2560_2816_3072_3328,MSAVI,65536,36346,9641.0,45987.0,19549.0,best,0.554595947265625,0.1471099853515625,0.2982940673828125
188,2560_2816_3328_3584,MSAVI,65536,36361,8632.0,44993.0,20543.0,best,0.5548248291015625,0.1317138671875,0.3134613037109375
189,2560_2816_3584_3840,MSAVI,65536,33766,4856.0,38622.0,26914.0,best,0.515228271484375,0.0740966796875,0.410675048828125
190,2560_2816_3840_4096,MSAVI,65536,33804,5810.0,39614.0,25922.0,best,0.51580810546875,0.088653564453125,0.395538330078125
191,2560_2816_4096_4352,MSAVI,65536,35888,9515.0,45403.0,20133.0,best,0.547607421875,0.1451873779296875,0.3072052001953125
192,2560_2816_4352_4608,MSAVI,65536,32158,17746.0,49904.0,15632.0,best,0.490692138671875,0.270782470703125,0.238525390625
193,2560_2816_4608_4864,MSAVI,65536,26414,6586.0,33000.0,32536.0,best,0.403045654296875,0.100494384765625,0.4964599609375
194,2560_2816_4864_5120,MSAVI,65536,37537,11590.0,49127.0,16409.0,best,0.5727691650390625,0.176849365234375,0.2503814697265625
195,2560_2816_5120_5376,MSAVI,65536,34724,9396.0,44120.0,21416.0,best,0.52984619140625,0.14337158203125,0.3267822265625
196,2560_2816_5376_5632,MSAVI,65536,35572,13649.0,49221.0,16315.0,best,0.54278564453125,0.2082672119140625,0.2489471435546875
197,2560_2816_5632_5888,MSAVI,65536,35178,19001.0,54179.0,11357.0,best,0.536773681640625,0.2899322509765625,0.1732940673828125
198,2560_2816_5888_6144,MSAVI,65536,38651,16720.0,55371.0,10165.0,best,0.5897674560546875,0.255126953125,0.1551055908203125
199,2560_2816_6144_6400,MSAVI,65536,33909,12538.0,46447.0,19089.0,best,0.5174102783203125,0.191314697265625,0.2912750244140625
200,2560_2816_6400_6656,MSAVI,65536,36076,13656.0,49732.0,15804.0,best,0.55047607421875,0.2083740234375,0.24114990234375
201,2560_2816_6656_6912,MSAVI,65536,38609,7668.0,46277.0,19259.0,best,0.5891265869140625,0.11700439453125,0.2938690185546875
